"study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_an","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_evs5","mm_mode_fu_evs5","mm_matrix_group_evs5","mm_fw_start_fu_evs5","mm_fw_end_fu_evs5","mm_year_fu_evs5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_evs5","mm_v278a_fu_r_evs5","mm_v279a_fu_r_evs5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","a001","a002","a003","a004","a005","a006","a008","a009","a170","a173","a027","a029","a030","a032","a034","a035","a038","a039","a040","a041","a042","a065","a066","a067","a068","a071","a072","a074","a078","a079","a080_01","a080_02","a124_02","a124_03","a124_06","a124_08","a124_09","a165","b008","c001","c001_01","c002","c002_01","d081","d026_03","d026_05","c038","c039","c041","d001_b","g007_18_b","g007_33_b","g007_34_b","g007_35_b","g007_36_b","d054","d059","d060","d061","d078","e001","e002","e003","e004","y002","e012","e015","e018","e023","e025","e026","e027","e028","e033","e035","e036","e037","e039","e069_01","e069_02","e069_04","e069_05","e069_06","e069_07","e069_08","e069_18a","e069_18","e069_11","e069_12","e069_13","e069_14","e069_17","e069_20","e111_01","e114","e115","e116","e117","e179_wvs7","e181_evs5","e224","e225","e226","e227","e228","e229","e233","e233a","e233b","e235","e236","e263","e264","e265_01","e265_02","e265_03","e265_04","e265_05","e265_06","e265_07","e265_08","f025","f028","f028b_wvs7","f066_evs5","f034","f050","f051","f053","f054","f063","f114a","f115","f116","f117","f118","f119","f120","f121","f122","f123","f132","e290","f144_02","g005","g006","g052","g062","g063","g255","g256","g257","h009","h010","h011","x001","x002","x003","x003r","x003r2","g027a","x002_02a","x002_02b","v002","v002a","v002a_01","v001","v001a","v001a_01","x007","x026_01","x011","x013","x025a_01","x025r","w002a_01","w002r","v004am_01","v004rm","v004af_01","v004rf","x028","w003","x052","x035_evs5","x036e_wvs7","v097ef","w005_evs5","w006e_wvs7","x047_wvs7","x047e_evs5"
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721263,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,71,15.3,16.41,20170512,-4,-4,-4,128,"en",1.207608235,125231.12481,0.385208,"-4","-4",840006,3,2,1,2,1,3,2,3,2,3,5,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,-4,1,-4,2,3,3,3,3,3,1,2,1,3,2,2,1,3,3,2,3,3,2,2,4,3,1,2,1,3,1,2,2,2,5,5,5,6,5,3,1,3,3,1,3,2,3,-4,2,3,3,2,1,3,5,2,2,2,2,5,-4,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,3,3,2,2,4,4,0,8,7,-4,2,1,1,1,1,2,5,5,2,1,8,3,3,7,3,3,5,1,5,1,2,3,3,3,3,3,3,2,2,2,2,1973,44,3,2,1,840,"US",1,840,"US",1,840,"US",3,2,5,6,2,1,-3,-3,4,2,3,2,5,-3,1,-4,-3,5,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721264,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,92,14.23,15.55,20170512,-4,-4,-4,128,"en",1.710374733,125231.12481,0.385208,"-4","-4",840001,3,2,1,1,3,2,2,3,2,3,8,7,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,2,-4,3,-4,2,3,3,3,2,3,1,2,1,3,2,2,2,3,3,3,3,2,1,1,4,2,0,3,1,3,2,3,2,3,3,6,6,5,6,2,2,3,3,3,3,2,3,-4,2,3,3,2,3,3,5,-2,-2,-2,-2,-2,-4,5,5,5,5,5,5,7,5,5,6,5,2,3,1,2,-2,-2,-2,-2,-2,-2,0,7,3,-4,1,1,1,1,0,9,6,6,1,1,10,2,10,6,2,3,5,4,5,1,1,3,3,3,2,2,2,2,3,2,2,1997,20,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,6,3,2,-3,-3,3,2,7,3,7,-3,-2,-4,-3,-1,-4,-3,-2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721265,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,25,13.4,14.05,20170428,-4,-4,-4,128,"en",0.637473214,125231.12481,0.385208,"-4","-4",840010,-5,2,1,2,1,3,2,3,1,2,9,8,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,-4,3,-4,1,3,3,2,2,3,1,2,2,2,2,2,2,3,3,3,3,2,1,1,3,1,1,3,1,4,2,3,2,2,6,5,5,4,5,2,2,3,3,3,3,2,3,-4,2,3,3,3,2,3,4,2,2,3,3,5,-4,6,6,5,6,5,6,7,7,6,5,6,3,3,3,3,3,2,3,3,2,3,2,6,3,-4,1,1,1,1,1,7,3,3,1,3,10,3,3,6,3,1,6,1,8,1,2,3,2,2,3,3,2,2,3,3,2,1987,30,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,7,3,4,2,5,3,3,2,2,1,1,-4,1,7,-4,3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721266,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,50,9.2,10.11,20170502,-4,-4,-4,128,"en",1.356940808,125231.12481,0.385208,"-4","-4",840041,-5,1,1,2,2,4,4,2,1,2,9,9,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,2,-4,2,3,4,3,2,4,1,2,2,3,2,2,2,3,3,3,4,2,3,1,4,2,1,1,1,3,1,2,2,1,5,1,1,1,1,3,1,2,2,2,4,3,2,-4,4,4,3,2,3,2,1,4,4,4,2,840002,-4,5,1,10,5,1,10,10,1,5,10,8,2,1,2,2,2,2,2,2,1,4,1,8,1,-4,1,1,1,1,1,10,1,1,1,1,10,5,5,5,10,5,6,1,1,1,2,5,1,2,1,1,1,2,4,4,2,1955,62,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,2,3,2,4,2,2,1,4,2,4,4,2,-4,-3,6,-4,-3,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721267,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,15.31,22.53,20170522,-4,-4,-4,128,"en",0.514420158,125231.12481,0.385208,"-4","-4",840044,-5,3,1,2,1,3,2,1,2,2,7,6,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3,3,-4,1,-4,3,3,2,4,2,5,2,2,2,3,2,2,2,3,2,3,2,2,1,1,4,2,0,1,1,3,2,3,2,3,6,3,4,6,5,2,2,3,3,2,2,2,3,-4,2,2,2,2,3,2,5,4,4,4,2,5,-4,6,4,9,6,5,7,8,4,6,9,5,2,1,2,4,3,3,3,3,2,1,8,2,1,-4,1,1,1,1,1,10,4,4,2,1,5,1,4,6,6,10,1,3,5,1,2,3,1,1,3,2,2,2,3,3,2,1988,29,2,1,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,6,3,4,2,6,3,6,3,2,1,1,-4,4,4,-4,3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721268,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,48,17.14,18.02,20170502,-4,-4,-4,128,"en",0.872648078,125231.12481,0.385208,"-4","-4",840021,-5,1,1,2,1,2,2,3,1,1,9,10,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,-2,1,0,0,1,0,1,0,1,1,2,-4,2,-4,2,5,2,4,3,2,1,2,1,2,2,2,2,4,4,3,3,3,1,4,2,3,0,2,3,1,1,1,1,2,3,7,1,9,3,2,2,1,2,2,3,3,2,-4,4,3,3,1,1,2,8,4,1,4,1,840002,-4,8,1,10,9,1,10,10,1,1,9,8,2,1,1,3,3,4,2,1,2,3,1,6,7,-4,2,-2,-2,-2,-2,6,3,4,3,1,9,2,4,9,4,2,4,4,2,1,2,5,4,3,2,1,2,2,4,3,2,1968,49,4,2,1,840,"US",1,840,"US",1,840,"US",1,1,1,3,6,3,8,3,3,2,3,2,5,3,2,-4,-3,4,-4,1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721269,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,39,23.25,24.05,20170503,-4,-4,-4,128,"en",0.492187062,125231.12481,0.385208,"-4","-4",840021,-5,1,1,2,1,3,3,4,1,3,8,8,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,-4,1,-4,1,5,2,1,2,5,1,3,2,4,3,3,1,3,3,4,3,1,2,1,3,1,1,1,1,3,2,2,3,2,7,7,2,2,1,4,1,3,2,1,3,3,4,-4,2,4,3,3,2,3,3,3,2,2,2,840001,-4,4,1,9,5,5,8,10,1,3,9,9,3,3,2,1,3,2,3,2,1,3,1,8,8,-4,2,0,1,1,0,1,2,3,1,1,10,8,8,9,7,3,10,1,8,1,1,3,3,3,2,3,2,1,3,1,1,1983,34,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,6,3,6,3,7,3,6,3,1,2,1,-4,1,6,-4,3,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721270,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5,-5,20170514,-4,-4,-4,128,"en",1.444360646,125231.12481,0.385208,"-4","-4",840009,4,1,1,1,1,4,3,4,2,3,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,-2,-2,-2,0,1,1,0,0,2,2,3,-4,3,-4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,1,2,4,3,2,1,2,2,4,3,2,2,2,5,6,6,5,6,3,3,3,3,3,3,3,3,-4,3,3,3,3,3,2,-2,2,3,2,3,5,-4,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,1,1,1,4,1,1,0,8,8,-4,2,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,3,3,3,2,1,3,3,2,2,2,1,1996,21,1,1,1,840,"US",1,840,"US",1,840,"US",6,1,1,1,3,2,-3,-3,2,1,3,2,1,-3,2,-4,-2,4,-4,-3,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721271,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,33,12.18,12.51,20170428,-4,-4,-4,128,"en",0.230542248,125231.12481,0.385208,"-4","-4",840023,-5,1,1,1,2,3,2,4,2,2,8,8,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,-2,-2,-2,-2,-2,1,2,2,-4,2,-4,1,5,3,2,4,5,1,2,2,2,2,2,3,4,4,4,4,1,3,4,2,3,1,1,3,2,1,1,2,3,5,8,1,1,1,4,2,3,2,2,4,3,4,-4,3,4,2,2,3,4,4,4,4,4,1,840004,-4,1,1,10,1,1,10,10,1,5,10,7,2,1,2,1,1,4,4,2,4,3,1,6,8,-4,2,0,0,0,0,1,1,1,1,1,10,3,8,8,5,1,10,1,3,1,2,4,3,3,2,2,3,4,4,4,2,1989,28,2,1,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,6,3,8,3,6,3,7,3,1,6,2,-4,1,1,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721272,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,70,12.12,13.22,20170501,-4,-4,-4,128,"en",1.291704901,125231.12481,0.385208,"-4","-4",840003,4,2,1,1,2,2,2,1,2,1,7,9,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,2,-4,3,-4,2,4,2,3,3,3,1,2,1,2,2,2,2,3,4,4,3,1,3,1,2,2,0,2,1,3,2,3,2,3,6,6,4,8,4,1,1,3,3,1,2,2,2,-4,2,2,2,2,2,1,5,3,3,3,2,840001,-4,3,3,7,4,5,7,6,2,6,5,4,1,1,1,3,2,3,3,1,3,4,1,2,1,-4,1,1,1,1,1,10,3,4,3,2,5,1,2,4,2,1,5,3,1,1,1,4,2,2,1,2,1,3,3,3,2,1998,19,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,4,4,2,-3,-3,6,3,6,3,6,-3,2,-4,-3,4,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721273,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,35,19.39,20.14,20170517,-4,-4,-4,128,"en",1.341289464,125231.12481,0.385208,"-4","-4",840043,5,2,1,1,2,2,1,1,1,2,9,10,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,3,-4,1,4,3,4,3,4,1,2,2,3,2,2,1,3,3,4,4,1,2,1,4,2,1,3,1,2,2,2,2,3,3,6,3,6,5,3,1,3,3,2,2,2,2,-4,3,3,2,2,2,3,5,2,3,3,1,840001,-4,6,3,1,5,6,8,10,3,1,9,7,2,1,2,3,2,2,3,3,2,3,0,7,1,-4,1,1,0,1,1,8,1,1,1,1,10,1,3,5,10,1,5,1,9,1,1,4,2,2,1,2,2,3,4,4,2,1989,28,2,1,1,840,"US",1,840,"US",1,840,"US",1,1,1,3,4,2,3,2,4,2,3,2,1,1,2,-4,1,6,-4,4,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721274,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,12.17,19.02,20170501,-4,-4,-4,128,"en",1.489304108,125231.12481,0.385208,"-4","-4",840047,-5,2,1,2,3,4,1,3,2,2,7,8,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,-4,3,-4,2,3,3,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,1,4,1,2,1,3,1,3,2,3,3,3,5,6,5,6,2,3,2,4,3,3,4,4,3,-4,4,4,3,2,2,3,5,3,2,1,3,840004,-4,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,2,2,4,4,2,3,0,7,3,-4,1,1,1,1,0,9,5,5,1,1,8,2,10,7,6,5,8,2,7,1,1,3,2,2,3,2,2,2,2,2,2,1989,28,2,1,1,840,"US",1,840,"US",1,840,"US",3,1,3,5,4,2,-3,-3,3,2,3,2,1,-3,2,-4,11,-1,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721275,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,62,13.46,14.48,20170501,-4,-4,-4,128,"en",0.318436724,125231.12481,0.385208,"-4","-4",840025,-5,1,2,2,1,1,3,4,3,3,3,5,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,-4,2,-4,1,3,2,3,2,3,2,2,1,3,2,2,2,4,4,4,4,3,1,4,2,3,0,2,3,1,1,1,2,2,2,4,7,8,5,3,3,2,2,2,4,2,2,-4,4,3,3,2,3,2,2,4,2,4,1,840002,-4,9,1,10,8,2,10,10,7,3,10,3,3,3,4,2,2,4,3,3,1,2,0,8,8,-4,3,0,0,0,0,1,3,3,6,9,10,10,8,8,8,6,6,4,4,1,3,5,4,-2,4,4,4,3,4,4,2,1988,29,2,1,1,840,"US",0,410,"KR",0,608,"PH",1,1,2,4,5,3,4,2,4,2,7,3,5,1,1,-4,-3,-2,-4,1,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721276,-3,840,"US",2,2017,201704,201705,8402017,5,-4,-4,-4,-4,-4,-4,-5,-5,-5,20170501,-4,-4,-4,128,"en",1.171779248,125231.12481,0.385208,"-4","-4",840042,-5,3,1,1,3,3,1,1,2,4,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,2,1,2,-4,1,-4,4,2,2,2,2,4,1,2,2,3,2,2,2,3,3,2,2,3,2,3,1,1,1,1,1,1,2,2,3,3,7,10,1,1,10,2,2,3,1,3,3,2,1,-4,3,3,1,2,3,3,1,1,2,3,1,840002,-4,10,1,10,10,1,5,10,1,5,10,10,3,3,1,4,1,4,1,1,4,4,2,3,1,-4,1,1,1,1,1,10,1,5,1,1,1,1,10,1,5,1,1,1,5,1,1,5,2,2,2,2,2,3,3,3,1,1963,54,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,5,3,3,2,3,2,2,1,2,1,8,1,2,-4,-3,9,-4,5,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721277,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,42,19.39,20.21,20170501,-4,-4,-4,128,"en",0.837964146,125231.12481,0.385208,"-4","-4",840004,3,2,1,2,3,3,4,1,1,2,7,9,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,-2,0,0,0,1,0,1,1,2,1,2,-4,1,-4,5,4,3,4,2,4,1,1,2,2,2,2,1,3,3,2,3,3,2,3,2,2,0,2,1,2,2,1,2,3,5,6,5,6,4,1,1,3,3,1,3,3,3,-4,2,3,3,3,2,3,6,1,2,2,2,840001,-4,5,5,5,5,5,5,4,5,4,5,5,3,3,2,3,2,4,1,2,2,3,0,1,1,-4,1,1,1,1,1,10,3,2,1,1,1,2,1,4,2,2,1,6,8,1,2,2,4,4,2,3,3,3,4,2,2,1991,26,2,1,1,840,"US",1,840,"US",1,840,"US",1,1,3,5,4,2,4,2,3,2,3,2,5,1,2,-4,-3,4,-4,6,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721278,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,15.38,16.15,20170501,-4,-4,-4,128,"en",0.254968962,125231.12481,0.385208,"-4","-4",840005,3,2,2,1,2,2,2,4,1,1,8,8,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,2,-4,1,-4,1,3,2,3,2,4,2,2,2,3,2,2,2,4,4,4,4,1,3,3,2,2,0,2,2,1,1,1,1,2,3,3,6,8,2,3,2,1,2,2,3,2,1,-4,3,3,3,2,1,1,6,4,3,4,1,840002,-4,8,1,10,8,1,10,10,1,6,10,7,1,1,1,4,3,4,2,1,2,4,0,8,8,-4,2,0,0,0,0,1,1,4,1,5,10,10,8,10,8,6,10,3,4,1,2,4,1,1,2,1,1,2,4,4,1,1988,29,2,1,1,840,"US",1,840,"US",1,840,"US",2,1,0,3,6,3,6,3,4,2,4,2,1,6,1,-4,1,6,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721279,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,100,9.59,11.39,20170505,-4,-4,-4,128,"en",1.228924396,125231.12481,0.385208,"-4","-4",840009,-5,2,1,1,2,2,2,3,2,2,9,10,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,2,-4,2,-4,1,3,2,3,2,4,1,2,1,2,1,1,2,4,4,4,4,1,2,4,2,3,1,1,1,1,1,1,1,2,1,6,1,8,3,2,1,1,2,1,3,2,2,-4,3,3,2,1,1,1,4,3,3,4,1,840002,-4,6,1,10,6,1,10,10,1,3,10,7,1,1,2,3,2,4,2,2,3,3,0,8,5,-4,2,1,1,1,1,4,3,6,1,1,10,3,7,10,10,3,7,1,6,1,3,4,3,3,2,3,3,2,4,2,2,1982,35,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,3,5,6,3,6,3,3,2,3,2,1,1,2,-4,1,6,-4,1,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721280,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,50,17.47,18.38,20170501,-4,-4,-4,128,"en",0.854474712,125231.12481,0.385208,"-4","-4",840009,3,2,2,2,2,2,4,2,2,2,10,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,2,2,3,-4,3,-4,2,3,3,2,3,3,1,2,2,2,1,1,3,3,3,2,3,1,2,3,4,2,1,3,1,2,1,2,2,3,1,4,7,6,7,1,1,1,3,1,4,3,2,-4,3,3,3,1,1,1,1,2,1,3,1,840002,-4,8,4,7,8,2,8,5,7,5,10,1,1,1,2,3,2,3,1,2,2,3,2,7,2,-4,1,1,1,1,1,10,1,2,1,1,7,1,9,9,8,6,5,1,6,1,1,4,2,2,2,1,1,2,3,4,2,1937,82,6,3,1,840,"US",1,840,"US",1,840,"US",1,1,5,2,3,2,3,2,2,1,2,1,4,4,2,-4,-3,7,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721281,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5,-5,20170504,-4,-4,-4,128,"en",0.405757765,125231.12481,0.385208,"-4","-4",840013,3,2,1,1,2,3,2,3,2,1,5,8,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,2,-4,1,5,3,5,2,4,2,2,2,3,2,2,2,4,4,4,4,3,1,1,4,2,1,1,2,2,1,3,3,-2,4,10,7,10,2,3,2,3,2,4,4,4,3,-4,4,4,3,3,3,3,1,3,2,3,2,840002,-4,8,1,10,9,5,10,10,6,10,8,5,3,2,2,2,2,2,2,2,2,3,1,4,3,-4,1,1,1,1,1,7,3,1,1,1,10,1,8,10,10,5,7,1,5,1,2,5,3,3,2,2,3,2,3,4,2,1989,28,2,1,2,608,"PH",0,608,"PH",0,608,"PH",1,1,2,4,5,3,-2,-2,6,3,4,2,1,1,2,-4,3,6,-4,6,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721282,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,21,12.49,13.1,20170428,-4,-4,-4,128,"en",1.900843107,125231.12481,0.385208,"-4","-4",840043,3,2,1,2,3,4,1,1,1,2,7,4,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,2,1,2,-4,1,-4,3,3,1,1,3,3,1,4,4,4,4,4,1,4,4,3,4,3,1,2,4,3,0,3,3,4,2,2,2,2,3,1,1,10,-2,4,4,4,4,4,4,4,4,-4,4,4,4,4,4,4,1,4,-2,4,-2,840004,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,5,3,3,4,1,1,1,4,4,1,2,0,7,1,-4,1,1,1,1,1,10,5,5,5,1,5,5,5,5,1,5,3,1,1,1,4,3,4,4,4,4,4,4,4,4,2,1993,24,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,3,4,2,-3,-3,5,3,2,1,7,-3,2,-4,-3,-1,-4,-3,-2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721283,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,25,21.34,21.59,20170502,-4,-4,-4,128,"en",0.954272814,125231.12481,0.385208,"-4","-4",840017,4,2,1,2,1,2,2,4,2,2,9,10,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,1,2,-4,3,-4,1,3,2,3,2,3,1,2,2,3,3,3,2,4,3,4,4,2,1,2,4,3,1,2,2,2,3,3,2,3,5,1,1,10,1,4,2,3,3,2,4,2,3,-4,4,4,3,2,2,3,2,4,2,3,2,840002,-4,7,1,10,5,5,10,10,7,1,10,4,2,2,2,2,2,3,3,3,2,3,0,8,8,-4,2,0,0,0,0,1,1,1,1,1,10,7,7,7,7,5,5,1,7,1,3,4,2,2,2,2,3,3,-2,3,2,1970,47,4,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,5,3,3,2,4,2,8,3,1,3,1,-4,1,1,-4,1,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721284,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,14.49,15.08,20170501,-4,-4,-4,128,"en",0.288909025,125231.12481,0.385208,"-4","-4",840051,5,1,1,1,2,2,2,4,2,3,6,9,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,2,-4,3,-4,1,4,3,4,2,4,1,2,1,3,2,2,1,4,4,4,4,3,1,2,4,3,0,1,2,2,2,2,1,2,2,3,2,9,1,3,2,1,2,1,3,2,1,-4,4,3,2,2,1,1,4,4,2,4,2,840002,-4,7,1,10,7,6,10,10,5,6,10,6,2,1,1,2,3,3,2,1,2,3,0,8,8,-4,2,0,0,0,0,1,1,3,1,2,10,6,10,10,6,3,10,1,5,1,2,4,3,3,2,2,3,1,4,4,2,1987,30,2,2,1,840,"US",1,840,"US",1,840,"US",6,1,0,1,7,3,-3,-3,6,3,3,2,1,-3,3,-4,1,4,-4,-3,4,-4
